control_year,control_type,facade,segment,control_month,number_controls,number_controls_ytd,target_number_of_controls_year,infraction_rate,infraction_rate_ytd
2022,SEA_CONTROL,SA,SWW01/02/03,1,5,5,,0.0,0.0
2022,SEA_CONTROL,SA,SWW01/02/03,2,5,10,,0.2,0.1
2022,SEA_CONTROL,SA,SWW01/02/03,3,9,19,,0.111111111111111,0.105263157894737
2022,SEA_CONTROL,SA,SWW01/02/03,4,7,26,,0.285714285714286,0.153846153846154
2022,SEA_CONTROL,SA,SWW01/02/03,5,13,39,,0.153846153846154,0.153846153846154
2022,SEA_CONTROL,SA,SWW01/02/03,6,9,48,,0.111111111111111,0.145833333333333
2022,SEA_CONTROL,SA,SWW01/02/03,7,4,52,,0.0,0.134615384615385
2022,SEA_CONTROL,SA,SWW01/02/03,8,1,53,,0.0,0.132075471698113
2022,SEA_CONTROL,SA,SWW01/02/03,9,8,61,,0.125,0.131147540983607
2022,SEA_CONTROL,SA,SWW01/02/03,10,10,71,,0.4,0.169014084507042
2022,SEA_CONTROL,SA,SWW01/02/03,11,4,75,,0.25,0.173333333333333
2022,SEA_CONTROL,SA,SWW04,1,1,1,,0.0,0.0
2022,SEA_CONTROL,SA,SWW04,3,1,2,,0.0,0.0
2022,SEA_CONTROL,SA,SWW06,5,3,3,,0.0,0.0
2022,SEA_CONTROL,SA,SWW06,6,2,5,,0.0,0.0
2022,SEA_CONTROL,SA,SWW06,7,1,6,,0.0,0.0
2022,SEA_CONTROL,SA,SWW06,9,2,8,,0.5,0.125
2022,SEA_CONTROL,SA,SWW07/08,1,10,10,,0.1,0.1
2022,SEA_CONTROL,SA,SWW07/08,2,2,12,,0.0,0.0833333333333333
2022,SEA_CONTROL,SA,SWW07/08,3,9,21,,0.111111111111111,0.0952380952380952
2022,SEA_CONTROL,SA,SWW07/08,4,5,26,,0.2,0.115384615384615
2022,SEA_CONTROL,SA,SWW07/08,5,7,33,,0.0,0.0909090909090909
2022,SEA_CONTROL,SA,SWW07/08,6,7,40,,0.142857142857143,0.1
2022,SEA_CONTROL,SA,SWW07/08,8,1,41,,0.0,0.0975609756097561
2022,SEA_CONTROL,SA,SWW07/08,9,3,44,,0.0,0.0909090909090909
2022,SEA_CONTROL,SA,SWW07/08,10,1,45,,0.0,0.0888888888888889
2022,SEA_CONTROL,SA,SWW07/08,11,8,53,,0.125,0.0943396226415094
2022,SEA_CONTROL,SA,SWW07/08,12,2,55,,0.0,0.0909090909090909
2022,SEA_CONTROL,SA,SWW10,1,5,5,,0.2,0.2
2022,SEA_CONTROL,SA,SWW10,2,2,7,,0.0,0.142857142857143
2022,SEA_CONTROL,SA,SWW10,3,4,11,,0.0,0.0909090909090909
2022,SEA_CONTROL,SA,SWW10,4,2,13,,0.0,0.0769230769230769
2022,SEA_CONTROL,SA,SWW10,5,7,20,,0.0,0.05
2022,SEA_CONTROL,SA,SWW10,6,8,28,,0.0,0.0357142857142857
2022,SEA_CONTROL,SA,SWW10,8,2,30,,0.0,0.0333333333333333
2022,SEA_CONTROL,SA,SWW10,9,2,32,,0.0,0.03125
2022,SEA_CONTROL,MEMN,FR_SCE,1,5,5,,0.2,0.2
2022,SEA_CONTROL,MEMN,FR_SCE,2,6,11,,0.166666666666667,0.181818181818182
2022,SEA_CONTROL,MEMN,FR_SCE,3,9,20,,0.444444444444444,0.3
2022,SEA_CONTROL,MEMN,FR_SCE,4,5,25,,0.2,0.28
2022,SEA_CONTROL,MEMN,FR_SCE,5,1,26,,0.0,0.269230769230769
2022,SEA_CONTROL,MEMN,FR_SCE,6,1,27,,1.0,0.296296296296296
2022,SEA_CONTROL,MEMN,FR_SCE,10,5,32,,0.4,0.3125
2022,SEA_CONTROL,MEMN,FR_SCE,11,1,33,,1.0,0.333333333333333
2022,SEA_CONTROL,MEMN,FR_SCE,12,2,35,,0.5,0.342857142857143
2022,SEA_CONTROL,MEMN,Hors segment,1,4,4,,0.5,0.5
2022,SEA_CONTROL,MEMN,Hors segment,2,5,9,,0.0,0.222222222222222
2022,SEA_CONTROL,MEMN,Hors segment,3,13,22,,0.0769230769230769,0.136363636363636
2022,SEA_CONTROL,MEMN,Hors segment,4,8,30,,0.0,0.1
2022,SEA_CONTROL,MEMN,Hors segment,5,15,45,,0.133333333333333,0.111111111111111
2022,SEA_CONTROL,MEMN,Hors segment,6,9,54,,0.111111111111111,0.111111111111111
2022,SEA_CONTROL,MEMN,Hors segment,7,6,60,,0.0,0.1
2022,SEA_CONTROL,MEMN,Hors segment,8,5,65,,0.0,0.0923076923076923
2022,SEA_CONTROL,MEMN,Hors segment,9,13,78,,0.307692307692308,0.128205128205128
2022,SEA_CONTROL,MEMN,Hors segment,10,4,82,,0.25,0.134146341463415
2022,SEA_CONTROL,MEMN,Hors segment,11,1,83,,1.0,0.144578313253012
2022,SEA_CONTROL,MEMN,Hors segment,12,8,91,,0.125,0.142857142857143
2022,SEA_CONTROL,MEMN,NS01/03,12,1,1,,0.0,0.0
2022,SEA_CONTROL,MEMN,NS09,12,1,1,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW01/02,1,4,4,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW01/02,2,1,5,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW01/02,4,4,9,,0.75,0.333333333333333
2022,SEA_CONTROL,MEMN,NWW01/02,5,7,16,,0.285714285714286,0.3125
2022,SEA_CONTROL,MEMN,NWW01/02,6,4,20,,0.25,0.3
2022,SEA_CONTROL,MEMN,NWW01/02,7,4,24,,0.75,0.375
2022,SEA_CONTROL,MEMN,NWW01/02,8,2,26,,0.0,0.346153846153846
2022,SEA_CONTROL,MEMN,NWW01/02,9,9,35,,0.222222222222222,0.314285714285714
2022,SEA_CONTROL,MEMN,NWW01/02,11,1,36,,1.0,0.333333333333333
2022,SEA_CONTROL,MEMN,NWW01/02,12,3,39,,0.666666666666667,0.358974358974359
2022,SEA_CONTROL,MEMN,NWW05,1,1,1,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW05,3,1,2,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW05,5,1,3,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW05,6,1,4,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW05,8,2,6,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW06,1,1,1,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW06,3,4,5,,0.5,0.4
2022,SEA_CONTROL,MEMN,NWW06,5,2,7,,0.0,0.285714285714286
2022,SEA_CONTROL,MEMN,NWW07,4,1,1,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW08,5,1,1,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW08,8,3,4,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW08,9,3,7,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW08,11,1,8,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW08,12,1,9,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW09,2,1,1,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW09,11,1,2,,0.0,0.0
2022,SEA_CONTROL,MEMN,NWW10,9,2,2,,0.0,0.0
2022,SEA_CONTROL,MEMN,PEL01,1,1,1,,1.0,1.0
2022,SEA_CONTROL,MEMN,PEL01,2,1,2,,0.0,0.5
2022,SEA_CONTROL,MEMN,PEL01,4,2,4,,1.0,0.75
2022,SEA_CONTROL,MEMN,PEL01,5,3,7,,0.333333333333333,0.571428571428571
2022,SEA_CONTROL,MEMN,PEL01,6,2,9,,0.0,0.444444444444444
2022,SEA_CONTROL,MEMN,PEL01,7,5,14,,0.8,0.571428571428571
2022,SEA_CONTROL,MEMN,PEL01,8,1,15,,0.0,0.533333333333333
2022,SEA_CONTROL,MEMN,PEL01,9,3,18,,0.0,0.444444444444444
2022,SEA_CONTROL,MEMN,PEL01,11,1,19,,1.0,0.473684210526316
2022,SEA_CONTROL,MEMN,PEL03,1,1,1,,0.0,0.0
2022,SEA_CONTROL,MEMN,PEL03,2,1,2,,1.0,0.5
2022,SEA_CONTROL,MEMN,PEL03,4,3,5,,0.666666666666667,0.6
2022,SEA_CONTROL,MEMN,PEL03,5,4,9,,0.25,0.444444444444444
2022,SEA_CONTROL,MEMN,PEL03,6,4,13,,0.0,0.307692307692308
2022,SEA_CONTROL,MEMN,PEL03,7,7,20,,0.285714285714286,0.3
2022,SEA_CONTROL,MEMN,PEL03,8,2,22,,0.0,0.272727272727273
2022,SEA_CONTROL,MEMN,PEL03,9,10,32,,0.4,0.3125
2022,SEA_CONTROL,MEMN,PEL03,12,1,33,,1.0,0.333333333333333
2022,SEA_CONTROL,Guyane,Hors segment,1,8,8,,0.875,0.875
2022,SEA_CONTROL,Guyane,Hors segment,2,8,16,,1.0,0.9375
2022,SEA_CONTROL,Guyane,Hors segment,3,36,52,,0.916666666666667,0.923076923076923
2022,SEA_CONTROL,Guyane,Hors segment,4,10,62,,0.8,0.903225806451613
2022,SEA_CONTROL,Guyane,Hors segment,5,7,69,,1.0,0.91304347826087
2022,SEA_CONTROL,Guyane,Hors segment,6,19,88,,0.947368421052632,0.920454545454545
2022,SEA_CONTROL,Guyane,Hors segment,7,17,105,,0.941176470588235,0.923809523809524
2022,SEA_CONTROL,Guyane,Hors segment,8,14,119,,1.0,0.932773109243697
2022,SEA_CONTROL,Guyane,Hors segment,9,12,131,,1.0,0.938931297709924
2022,SEA_CONTROL,Guyane,Hors segment,10,33,164,,1.0,0.951219512195122
2022,SEA_CONTROL,Guyane,Hors segment,11,25,189,,0.88,0.941798941798942
2022,SEA_CONTROL,Guyane,Hors segment,12,7,196,,1.0,0.943877551020408
2022,SEA_CONTROL,NAMO,ATL01,10,1,1,,0.0,0.0
2022,SEA_CONTROL,NAMO,FR_ELE,2,2,2,,0.0,0.0
2022,SEA_CONTROL,NAMO,FR_SCE,1,5,5,,0.0,0.0
2022,SEA_CONTROL,NAMO,FR_SCE,2,1,6,,0.0,0.0
2022,SEA_CONTROL,NAMO,FR_SCE,3,4,10,,0.0,0.0
2022,SEA_CONTROL,NAMO,FR_SCE,10,7,17,,0.0,0.0
2022,SEA_CONTROL,NAMO,FR_SCE,11,4,21,,0.0,0.0
2022,SEA_CONTROL,NAMO,Hors segment,1,35,35,,0.0285714285714286,0.0285714285714286
2022,SEA_CONTROL,NAMO,Hors segment,2,20,55,,0.2,0.0909090909090909
2022,SEA_CONTROL,NAMO,Hors segment,3,15,70,,0.133333333333333,0.1
2022,SEA_CONTROL,NAMO,Hors segment,4,19,89,,0.0526315789473684,0.0898876404494382
2022,SEA_CONTROL,NAMO,Hors segment,5,36,125,,0.138888888888889,0.104
2022,SEA_CONTROL,NAMO,Hors segment,6,18,143,,0.277777777777778,0.125874125874126
2022,SEA_CONTROL,NAMO,Hors segment,7,17,160,,0.294117647058824,0.14375
2022,SEA_CONTROL,NAMO,Hors segment,8,22,182,,0.272727272727273,0.159340659340659
2022,SEA_CONTROL,NAMO,Hors segment,9,9,191,,0.0,0.151832460732984
2022,SEA_CONTROL,NAMO,Hors segment,10,21,212,,0.238095238095238,0.160377358490566
2022,SEA_CONTROL,NAMO,Hors segment,11,8,220,,0.0,0.154545454545455
2022,SEA_CONTROL,NAMO,Hors segment,12,9,229,,0.333333333333333,0.161572052401747
2022,SEA_CONTROL,NAMO,MED06/ATL02,7,15,15,,0.0666666666666667,0.0666666666666667
2022,SEA_CONTROL,NAMO,MED06/ATL02,8,12,27,,0.0,0.037037037037037
2022,SEA_CONTROL,NAMO,MED06/ATL02,10,1,28,,1.0,0.0714285714285714
2022,SEA_CONTROL,NAMO,NWW01/02,3,1,1,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW01/02,5,13,14,,0.0769230769230769,0.0714285714285714
2022,SEA_CONTROL,NAMO,NWW01/02,6,6,20,,0.0,0.05
2022,SEA_CONTROL,NAMO,NWW01/02,9,6,26,,0.166666666666667,0.0769230769230769
2022,SEA_CONTROL,NAMO,NWW05,5,1,1,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW07,6,3,3,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW07,7,1,4,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW07,9,4,8,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW07,10,1,9,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW08,3,4,4,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW08,4,1,5,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW08,5,2,7,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW08,6,4,11,,0.25,0.0909090909090909
2022,SEA_CONTROL,NAMO,NWW08,8,2,13,,0.0,0.0769230769230769
2022,SEA_CONTROL,NAMO,NWW08,12,1,14,,1.0,0.142857142857143
2022,SEA_CONTROL,NAMO,NWW09,5,3,3,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW09,6,3,6,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW09,8,1,7,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW09,9,1,8,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW10,3,1,1,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW10,8,2,3,,0.0,0.0
2022,SEA_CONTROL,NAMO,NWW10,9,1,4,,0.0,0.0
2022,SEA_CONTROL,NAMO,PEL01,2,2,2,,0.0,0.0
2022,SEA_CONTROL,NAMO,PEL01,4,2,4,,0.5,0.25
2022,SEA_CONTROL,NAMO,PEL01,6,4,8,,0.25,0.25
2022,SEA_CONTROL,NAMO,PEL01,9,2,10,,0.5,0.3
2022,SEA_CONTROL,NAMO,PEL02,4,2,2,,0.5,0.5
2022,SEA_CONTROL,NAMO,PEL02,6,4,6,,0.25,0.333333333333333
2022,SEA_CONTROL,NAMO,PEL02,9,1,7,,1.0,0.428571428571429
2022,SEA_CONTROL,NAMO,PEL03,1,2,2,,0.0,0.0
2022,SEA_CONTROL,NAMO,PEL03,3,6,8,,0.0,0.0
2022,SEA_CONTROL,NAMO,PEL03,4,3,11,,0.333333333333333,0.0909090909090909
2022,SEA_CONTROL,NAMO,PEL03,5,2,13,,0.0,0.0769230769230769
2022,SEA_CONTROL,NAMO,PEL03,6,5,18,,0.0,0.0555555555555556
2022,SEA_CONTROL,NAMO,PEL03,7,3,21,,0.0,0.0476190476190476
2022,SEA_CONTROL,NAMO,PEL03,8,3,24,,0.0,0.0416666666666667
2022,SEA_CONTROL,NAMO,PEL03,9,3,27,,0.0,0.037037037037037
2022,SEA_CONTROL,NAMO,PEL03,10,13,40,,0.0769230769230769,0.05
2022,SEA_CONTROL,NAMO,PEL03,11,1,41,,0.0,0.0487804878048781
2022,SEA_CONTROL,NAMO,PEL05,2,1,1,,1.0,1.0
2022,SEA_CONTROL,NAMO,PEL08,10,1,1,,0.0,0.0
2022,SEA_CONTROL,NAMO,PEL13,7,1,1,,0.0,0.0
2022,SEA_CONTROL,NAMO,PEL13,8,1,2,,1.0,0.5
2022,SEA_CONTROL,NAMO,PEL13,9,2,4,,0.0,0.25
2022,SEA_CONTROL,NAMO,PEL13,10,1,5,,0.0,0.2
2022,SEA_CONTROL,NAMO,PEL14,8,1,1,,0.0,0.0
2022,SEA_CONTROL,NAMO,SWW01/02/03,1,14,14,,0.142857142857143,0.142857142857143
2022,SEA_CONTROL,NAMO,SWW01/02/03,2,2,16,,0.0,0.125
2022,SEA_CONTROL,NAMO,SWW01/02/03,3,10,26,,0.0,0.0769230769230769
2022,SEA_CONTROL,NAMO,SWW01/02/03,4,12,38,,0.166666666666667,0.105263157894737
2022,SEA_CONTROL,NAMO,SWW01/02/03,5,20,58,,0.2,0.137931034482759
2022,SEA_CONTROL,NAMO,SWW01/02/03,6,18,76,,0.111111111111111,0.131578947368421
2022,SEA_CONTROL,NAMO,SWW01/02/03,7,2,78,,0.0,0.128205128205128
2022,SEA_CONTROL,NAMO,SWW01/02/03,8,5,83,,0.2,0.132530120481928
2022,SEA_CONTROL,NAMO,SWW01/02/03,9,15,98,,0.133333333333333,0.13265306122449
2022,SEA_CONTROL,NAMO,SWW01/02/03,10,12,110,,0.25,0.145454545454545
2022,SEA_CONTROL,NAMO,SWW01/02/03,11,5,115,,0.4,0.156521739130435
2022,SEA_CONTROL,NAMO,SWW04,1,2,2,,0.0,0.0
2022,SEA_CONTROL,NAMO,SWW04,2,1,3,,0.0,0.0
2022,SEA_CONTROL,NAMO,SWW04,4,2,5,,0.5,0.2
2022,SEA_CONTROL,NAMO,SWW04,6,4,9,,0.25,0.222222222222222
2022,SEA_CONTROL,NAMO,SWW06,1,1,1,,0.0,0.0
2022,SEA_CONTROL,NAMO,SWW07/08,1,4,4,,0.0,0.0
2022,SEA_CONTROL,NAMO,SWW07/08,2,3,7,,0.0,0.0
2022,SEA_CONTROL,NAMO,SWW07/08,3,14,21,,0.0,0.0
2022,SEA_CONTROL,NAMO,SWW07/08,4,7,28,,0.0,0.0
2022,SEA_CONTROL,NAMO,SWW07/08,5,4,32,,0.0,0.0
2022,SEA_CONTROL,NAMO,SWW07/08,6,2,34,,0.5,0.0294117647058824
2022,SEA_CONTROL,NAMO,SWW07/08,7,2,36,,0.0,0.0277777777777778
2022,SEA_CONTROL,NAMO,SWW07/08,8,1,37,,1.0,0.0540540540540541
2022,SEA_CONTROL,NAMO,SWW07/08,9,2,39,,0.0,0.0512820512820513
2022,SEA_CONTROL,NAMO,SWW07/08,10,1,40,,0.0,0.05
2022,SEA_CONTROL,NAMO,SWW07/08,12,1,41,,1.0,0.0731707317073171
2022,SEA_CONTROL,NAMO,SWW10,3,1,1,,0.0,0.0
2022,SEA_CONTROL,NAMO,SWW10,4,1,2,,0.0,0.0
2022,SEA_CONTROL,NAMO,SWW10,5,13,15,,0.0769230769230769,0.0666666666666667
2022,SEA_CONTROL,NAMO,SWW10,6,11,26,,0.0,0.0384615384615385
2022,SEA_CONTROL,Corse,Hors segment,1,10,10,,0.1,0.1
2022,SEA_CONTROL,Corse,Hors segment,2,3,13,,0.0,0.0769230769230769
2022,SEA_CONTROL,Corse,Hors segment,3,3,16,,0.0,0.0625
2022,SEA_CONTROL,Corse,Hors segment,4,1,17,,0.0,0.0588235294117647
2022,SEA_CONTROL,Corse,Hors segment,5,5,22,,0.4,0.136363636363636
2022,SEA_CONTROL,Corse,Hors segment,6,1,23,,0.0,0.130434782608696
2022,SEA_CONTROL,Corse,Hors segment,8,1,24,,0.0,0.125
2022,SEA_CONTROL,Corse,MED05,2,1,1,,0.0,0.0
2022,SEA_CONTROL,Corse,MED05,5,2,3,,0.0,0.0
2022,SEA_CONTROL,Corse,MED05,6,1,4,,0.0,0.0
2022,SEA_CONTROL,Corse,MED05,7,1,5,,0.0,0.0
2022,SEA_CONTROL,Corse,MED05,12,1,6,,0.0,0.0
2022,SEA_CONTROL,Corse,MED07,1,1,1,,0.0,0.0
2022,SEA_CONTROL,Corse,MED07,4,2,3,,0.0,0.0
2022,SEA_CONTROL,Corse,MED07,5,7,10,,0.142857142857143,0.1
2022,SEA_CONTROL,Corse,MED07,6,1,11,,0.0,0.0909090909090909
2022,SEA_CONTROL,Corse,MED07,7,2,13,,0.0,0.0769230769230769
2022,SEA_CONTROL,Corse,MED07,8,2,15,,0.5,0.133333333333333
2022,SEA_CONTROL,Corse,MED07,10,1,16,,0.0,0.125
2022,SEA_CONTROL,Corse,MED07,11,1,17,,0.0,0.117647058823529
2022,SEA_CONTROL,Corse,MED07,12,1,18,,0.0,0.111111111111111
2022,SEA_CONTROL,Corse,MED08,6,1,1,,0.0,0.0
2022,SEA_CONTROL,Hors façade,Hors segment,3,2,2,,0.5,0.5
2022,SEA_CONTROL,Hors façade,Hors segment,4,5,7,,0.4,0.428571428571429
2022,SEA_CONTROL,Hors façade,Hors segment,5,2,9,,0.0,0.333333333333333
2022,SEA_CONTROL,Hors façade,Hors segment,6,3,12,,0.333333333333333,0.333333333333333
2022,SEA_CONTROL,Hors façade,Hors segment,7,2,14,,0.0,0.285714285714286
2022,SEA_CONTROL,Hors façade,Hors segment,9,2,16,,0.5,0.3125
2022,SEA_CONTROL,Hors façade,Hors segment,10,5,21,,0.0,0.238095238095238
2022,SEA_CONTROL,Hors façade,Hors segment,11,1,22,,0.0,0.227272727272727
2022,SEA_CONTROL,Mayotte,Hors segment,2,1,1,,0.0,0.0
2022,SEA_CONTROL,Mayotte,Hors segment,3,2,3,,1.0,0.666666666666667
2022,SEA_CONTROL,Mayotte,Hors segment,4,6,9,,0.166666666666667,0.333333333333333
2022,SEA_CONTROL,Mayotte,Hors segment,5,4,13,,0.75,0.461538461538462
2022,SEA_CONTROL,Mayotte,Hors segment,6,6,19,,0.5,0.473684210526316
2022,SEA_CONTROL,Mayotte,Hors segment,7,8,27,,0.5,0.481481481481481
2022,SEA_CONTROL,Mayotte,Hors segment,8,4,31,,0.5,0.483870967741935
2022,SEA_CONTROL,Mayotte,Hors segment,9,5,36,,0.4,0.472222222222222
2022,SEA_CONTROL,Mayotte,Hors segment,10,8,44,,0.5,0.477272727272727
2022,SEA_CONTROL,Mayotte,Hors segment,11,2,46,,0.0,0.456521739130435
2022,SEA_CONTROL,Mayotte,Hors segment,12,3,49,,0.333333333333333,0.448979591836735
2023,AIR_CONTROL,Martinique,Hors segment,3,3,3,,1.0,1.0
2023,AIR_CONTROL,MED,Hors segment,1,1,1,,1.0,1.0
2023,AIR_CONTROL,MED,MED01,1,1,1,,1.0,1.0
2023,AIR_CONTROL,SA,Hors segment,3,2,2,,1.0,1.0
2023,AIR_CONTROL,MEMN,Hors segment,1,11,11,,1.0,1.0
2023,AIR_CONTROL,MEMN,Hors segment,2,5,16,,0.8,0.9375
2023,AIR_CONTROL,MEMN,Hors segment,3,8,24,,1.0,0.958333333333333
2023,AIR_CONTROL,MEMN,Hors segment,4,3,27,,1.0,0.962962962962963
2023,AIR_CONTROL,MEMN,Hors segment,6,1,28,,1.0,0.964285714285714
2023,AIR_CONTROL,MEMN,Hors segment,8,2,30,,1.0,0.966666666666667
2023,AIR_CONTROL,Guyane,Hors segment,1,16,16,,1.0,1.0
2023,AIR_CONTROL,Guyane,Hors segment,2,6,22,,1.0,1.0
2023,AIR_CONTROL,Guyane,Hors segment,3,4,26,,1.0,1.0
2023,AIR_CONTROL,Guyane,Hors segment,5,11,37,,1.0,1.0
2023,AIR_CONTROL,Guyane,Hors segment,6,4,41,,1.0,1.0
2023,AIR_CONTROL,Guyane,Hors segment,7,5,46,,0.8,0.978260869565217
2023,AIR_CONTROL,Guyane,Hors segment,8,6,52,,1.0,0.980769230769231
2023,AIR_CONTROL,Guyane,Hors segment,9,15,67,,1.0,0.985074626865672
2023,AIR_CONTROL,Guyane,Hors segment,10,3,70,,1.0,0.985714285714286
2023,AIR_CONTROL,NAMO,Hors segment,2,1,1,,1.0,1.0
2023,AIR_CONTROL,NAMO,Hors segment,3,2,3,,1.0,1.0
2023,AIR_CONTROL,NAMO,Hors segment,4,2,5,,1.0,1.0
2023,AIR_CONTROL,NAMO,Hors segment,7,1,6,,1.0,1.0
2023,AIR_CONTROL,NAMO,Hors segment,8,1,7,,1.0,1.0
2023,AIR_CONTROL,NAMO,Hors segment,9,1,8,,1.0,1.0
2023,AIR_CONTROL,Corse,Hors segment,3,1,1,,1.0,1.0
2023,AIR_CONTROL,Hors façade,Hors segment,1,1,1,,1.0,1.0
2023,AIR_CONTROL,Hors façade,Hors segment,6,1,2,,1.0,1.0
2023,AIR_CONTROL,Mayotte,Hors segment,5,1,1,,1.0,1.0
2023,AIR_CONTROL,Mayotte,Hors segment,6,1,2,,1.0,1.0
2023,LAND_CONTROL,Martinique,Hors segment,2,2,2,,0.0,0.0
2023,LAND_CONTROL,Martinique,Hors segment,3,5,7,,0.2,0.142857142857143
2023,LAND_CONTROL,Martinique,Hors segment,4,6,13,,0.0,0.0769230769230769
2023,LAND_CONTROL,Martinique,Hors segment,5,2,15,,0.0,0.0666666666666667
2023,LAND_CONTROL,Martinique,Hors segment,6,2,17,,0.0,0.0588235294117647
2023,LAND_CONTROL,Martinique,Hors segment,7,5,22,,0.0,0.0454545454545455
2023,LAND_CONTROL,Martinique,Hors segment,8,4,26,,0.25,0.0769230769230769
2023,LAND_CONTROL,Martinique,Hors segment,9,8,34,,0.0,0.0588235294117647
2023,LAND_CONTROL,Martinique,Hors segment,10,6,40,,0.0,0.05
2023,LAND_CONTROL,Sud Océan Indien,Hors segment,1,12,12,,0.416666666666667,0.416666666666667
2023,LAND_CONTROL,Sud Océan Indien,Hors segment,2,10,22,,0.3,0.363636363636364
2023,LAND_CONTROL,Sud Océan Indien,Hors segment,3,11,33,,0.363636363636364,0.363636363636364
2023,LAND_CONTROL,Sud Océan Indien,Hors segment,4,9,42,,0.333333333333333,0.357142857142857
2023,LAND_CONTROL,Sud Océan Indien,Hors segment,5,15,57,,0.2,0.315789473684211
2023,LAND_CONTROL,Sud Océan Indien,Hors segment,6,7,64,,0.142857142857143,0.296875
2023,LAND_CONTROL,Sud Océan Indien,Hors segment,7,7,71,,0.142857142857143,0.28169014084507
2023,LAND_CONTROL,Sud Océan Indien,Hors segment,8,12,83,,0.166666666666667,0.265060240963855
2023,LAND_CONTROL,Sud Océan Indien,Hors segment,9,6,89,,0.333333333333333,0.269662921348315
2023,LAND_CONTROL,Sud Océan Indien,Hors segment,10,3,92,,0.333333333333333,0.271739130434783
2023,LAND_CONTROL,Guadeloupe,Hors segment,7,1,1,,0.0,0.0
2023,LAND_CONTROL,Guadeloupe,Hors segment,9,7,8,,0.0,0.0
2023,LAND_CONTROL,Guadeloupe,Hors segment,10,8,16,,0.0,0.0
2023,LAND_CONTROL,MED,FR_TMB,2,2,2,,0.0,0.0
2023,LAND_CONTROL,MED,FR_TMB,3,3,5,,0.0,0.0
2023,LAND_CONTROL,MED,Hors segment,1,8,8,,0.125,0.125
2023,LAND_CONTROL,MED,Hors segment,2,2,10,,0.5,0.2
2023,LAND_CONTROL,MED,Hors segment,4,2,12,,0.0,0.166666666666667
2023,LAND_CONTROL,MED,Hors segment,6,1,13,,0.0,0.153846153846154
2023,LAND_CONTROL,MED,Hors segment,8,4,17,,0.0,0.117647058823529
2023,LAND_CONTROL,MED,Hors segment,9,2,19,,0.0,0.105263157894737
2023,LAND_CONTROL,MED,Hors segment,10,4,23,,0.0,0.0869565217391304
2023,LAND_CONTROL,MED,MED01,2,2,2,,1.0,1.0
2023,LAND_CONTROL,MED,MED01,3,4,6,,0.25,0.5
2023,LAND_CONTROL,MED,MED01,6,1,7,,0.0,0.428571428571429
2023,LAND_CONTROL,MED,MED01,8,1,8,,0.0,0.375
2023,LAND_CONTROL,MED,MED01,9,1,9,,0.0,0.333333333333333
2023,LAND_CONTROL,MED,MED01,10,2,11,,0.5,0.363636363636364
2023,LAND_CONTROL,MED,MED04,6,1,1,,0.0,0.0
2023,LAND_CONTROL,MED,MED05,2,2,2,,0.0,0.0
2023,LAND_CONTROL,MED,MED05,3,18,20,,0.111111111111111,0.1
2023,LAND_CONTROL,MED,MED05,4,15,35,,0.0666666666666667,0.0857142857142857
2023,LAND_CONTROL,MED,MED05,5,37,72,,0.027027027027027,0.0555555555555556
2023,LAND_CONTROL,MED,MED05,6,7,79,,0.0,0.0506329113924051
2023,LAND_CONTROL,MED,MED05,7,25,104,,0.04,0.0480769230769231
2023,LAND_CONTROL,MED,MED05,8,50,154,,0.1,0.0649350649350649
2023,LAND_CONTROL,MED,MED05,9,45,199,,0.111111111111111,0.0753768844221105
2023,LAND_CONTROL,MED,MED05,10,23,222,,0.0434782608695652,0.0720720720720721
2023,LAND_CONTROL,MED,MED06/ATL02,2,2,2,,0.0,0.0
